county,precinct,office,district,candidate,party,total
Jasper,Bay Springs Beat 4,State Auditor,,Jocelyn  'Joce'  Pepper  Pritchett,Democrat,233
Jasper,Bay Springs Beat 4,State Auditor,,Lajena  Walley,Reform,5
Jasper,Claiborne,Governor,,Phil  Bryant,Republican,139
Jasper,Claiborne,Governor,,Robert  Gray,Democrat,186
Jasper,Claiborne,Governor,,Shawn  O'Hara,Reform,6
Jasper,Claiborne,Lieutenant Governor,,Tim  Johnson,Democrat,187
Jasper,Claiborne,Lieutenant Governor,,Tate  Reeves,Republican,128
Jasper,Claiborne,Lieutenant Governor,,Ron  Williams,Libertarian,9
Jasper,Claiborne,Lieutenant Governor,,Rosa  B.  Williams,Reform,3
Jasper,Claiborne,Secretary of State,,Charles  E.  Graham,Democrat,191
Jasper,Claiborne,Secretary of State,,Delbert  Hosemann,Republican,126
Jasper,Claiborne,Secretary of State,,Randy  Walker,Reform,14
Jasper,Claiborne,Attorney General,,Jim  Hood,Democrat,225
Jasper,Claiborne,Attorney General,,Mike  Hurst,Republican,101
Jasper,Claiborne,State Auditor,,Stacey  E.  Pickering,Republican,134
Jasper,Claiborne,State Auditor,,Jocelyn  'Joce'  Pepper  Pritchett,Democrat,188
Jasper,Claiborne,State Auditor,,Lajena  Walley,Reform,4
Jasper,Fellowship,Governor,,Phil  Bryant,Republican,64
Jasper,Fellowship,Governor,,Robert  Gray,Democrat,5
Jasper,Fellowship,Governor,,Shawn  O'Hara,Reform,2
Jasper,Fellowship,Lieutenant Governor,,Tim  Johnson,Democrat,9
Jasper,Fellowship,Lieutenant Governor,,Tate  Reeves,Republican,60
Jasper,Fellowship,Lieutenant Governor,,Ron  Williams,Libertarian,2
Jasper,Fellowship,Lieutenant Governor,,Rosa  B.  Williams,Reform,0
Jasper,Fellowship,Secretary of State,,Charles  E.  Graham,Democrat,9
Jasper,Fellowship,Secretary of State,,Delbert  Hosemann,Republican,59
Jasper,Fellowship,Secretary of State,,Randy  Walker,Reform,1
Jasper,Fellowship,Attorney General,,Jim  Hood,Democrat,21
Jasper,Fellowship,Attorney General,,Mike  Hurst,Republican,48
Jasper,Fellowship,State Auditor,,Stacey  E.  Pickering,Republican,64
Jasper,Fellowship,State Auditor,,Jocelyn  'Joce'  Pepper  Pritchett,Democrat,6
Jasper,Fellowship,State Auditor,,Lajena  Walley,Reform,0
Jasper,Heidelberg,Governor,,Phil  Bryant,Republican,169
Jasper,Heidelberg,Governor,,Robert  Gray,Democrat,498
Jasper,Heidelberg,Governor,,Shawn  O'Hara,Reform,12
Jasper,Heidelberg,Lieutenant Governor,,Tim  Johnson,Democrat,498
Jasper,Heidelberg,Lieutenant Governor,,Tate  Reeves,Republican,143
Jasper,Heidelberg,Lieutenant Governor,,Ron  Williams,Libertarian,10
Jasper,Heidelberg,Lieutenant Governor,,Rosa  B.  Williams,Reform,22
Jasper,Heidelberg,Secretary of State,,Charles  E.  Graham,Democrat,524
Jasper,Heidelberg,Secretary of State,,Delbert  Hosemann,Republican,125
Jasper,Heidelberg,Secretary of State,,Randy  Walker,Reform,26
Jasper,Heidelberg,Attorney General,,Jim  Hood,Democrat,597
Jasper,Heidelberg,Attorney General,,Mike  Hurst,Republican,80
Jasper,Heidelberg,State Auditor,,Stacey  E.  Pickering,Republican,156
Jasper,Heidelberg,State Auditor,,Jocelyn  'Joce'  Pepper  Pritchett,Democrat,514
Jasper,Heidelberg,State Auditor,,Lajena  Walley,Reform,9
Jasper,Holders,Governor,,Phil  Bryant,Republican,228
Jasper,Holders,Governor,,Robert  Gray,Democrat,157
Jasper,Holders,Governor,,Shawn  O'Hara,Reform,4
Jasper,Holders,Lieutenant Governor,,Tim  Johnson,Democrat,168
Jasper,Holders,Lieutenant Governor,,Tate  Reeves,Republican,203
Jasper,Holders,Lieutenant Governor,,Ron  Williams,Libertarian,8
Jasper,Holders,Lieutenant Governor,,Rosa  B.  Williams,Reform,7
Jasper,Holders,Secretary of State,,Charles  E.  Graham,Democrat,181
Jasper,Holders,Secretary of State,,Delbert  Hosemann,Republican,185
Jasper,Holders,Secretary of State,,Randy  Walker,Reform,15
Jasper,Holders,Attorney General,,Jim  Hood,Democrat,249
Jasper,Holders,Attorney General,,Mike  Hurst,Republican,133
Jasper,Holders,State Auditor,,Stacey  E.  Pickering,Republican,213
Jasper,Holders,State Auditor,,Jocelyn  'Joce'  Pepper  Pritchett,Democrat,171
Jasper,Holders,State Auditor,,Lajena  Walley,Reform,3
Jasper,Louin,Governor,,Phil  Bryant,Republican,266
Jasper,Louin,Governor,,Robert  Gray,Democrat,187
Jasper,Louin,Governor,,Shawn  O'Hara,Reform,12
Jasper,Louin,Lieutenant Governor,,Tim  Johnson,Democrat,198
Jasper,Louin,Lieutenant Governor,,Tate  Reeves,Republican,245
Jasper,Louin,Lieutenant Governor,,Ron  Williams,Libertarian,9
Jasper,Louin,Lieutenant Governor,,Rosa  B.  Williams,Reform,3
Jasper,Louin,Secretary of State,,Charles  E.  Graham,Democrat,205
Jasper,Louin,Secretary of State,,Delbert  Hosemann,Republican,244
Jasper,Louin,Secretary of State,,Randy  Walker,Reform,10
Jasper,Louin,Attorney General,,Jim  Hood,Democrat,315
Jasper,Louin,Attorney General,,Mike  Hurst,Republican,149
Jasper,Louin,State Auditor,,Stacey  E.  Pickering,Republican,264
Jasper,Louin,State Auditor,,Jocelyn  'Joce'  Pepper  Pritchett,Democrat,189
Jasper,Louin,State Auditor,,Lajena  Walley,Reform,5
Jasper,Midway,Governor,,Phil  Bryant,Republican,90
Jasper,Midway,Governor,,Robert  Gray,Democrat,107
Jasper,Midway,Governor,,Shawn  O'Hara,Reform,6
Jasper,Midway,Lieutenant Governor,,Tim  Johnson,Democrat,112
Jasper,Midway,Lieutenant Governor,,Tate  Reeves,Republican,83
Jasper,Midway,Lieutenant Governor,,Ron  Williams,Libertarian,3
Jasper,Midway,Lieutenant Governor,,Rosa  B.  Williams,Reform,6
Jasper,Midway,Secretary of State,,Charles  E.  Graham,Democrat,123
Jasper,Midway,Secretary of State,,Delbert  Hosemann,Republican,74
Jasper,Midway,Secretary of State,,Randy  Walker,Reform,5
Jasper,Midway,Attorney General,,Jim  Hood,Democrat,130
Jasper,Midway,Attorney General,,Mike  Hurst,Republican,74
Jasper,Midway,State Auditor,,Stacey  E.  Pickering,Republican,81
Jasper,Midway,State Auditor,,Jocelyn  'Joce'  Pepper  Pritchett,Democrat,118
Jasper,Midway,State Auditor,,Lajena  Walley,Reform,4
Jasper,Montrose,Governor,,Phil  Bryant,Republican,136
Jasper,Montrose,Governor,,Robert  Gray,Democrat,95
Jasper,Montrose,Governor,,Shawn  O'Hara,Reform,4
Jasper,Montrose,Lieutenant Governor,,Tim  Johnson,Democrat,104
Jasper,Montrose,Lieutenant Governor,,Tate  Reeves,Republican,124
Jasper,Montrose,Lieutenant Governor,,Ron  Williams,Libertarian,3
Jasper,Montrose,Lieutenant Governor,,Rosa  B.  Williams,Reform,2
Jasper,Montrose,Secretary of State,,Charles  E.  Graham,Democrat,113
Jasper,Montrose,Secretary of State,,Delbert  Hosemann,Republican,111
Jasper,Montrose,Secretary of State,,Randy  Walker,Reform,9
Jasper,Montrose,Attorney General,,Jim  Hood,Democrat,143
Jasper,Montrose,Attorney General,,Mike  Hurst,Republican,86
Jasper,Montrose,State Auditor,,Stacey  E.  Pickering,Republican,123
Jasper,Montrose,State Auditor,,Jocelyn  'Joce'  Pepper  Pritchett,Democrat,105
Jasper,Montrose,State Auditor,,Lajena  Walley,Reform,2
Jasper,Moss,Governor,,Phil  Bryant,Republican,457
Jasper,Moss,Governor,,Robert  Gray,Democrat,101
Jasper,Moss,Governor,,Shawn  O'Hara,Reform,12
Jasper,Moss,Lieutenant Governor,,Tim  Johnson,Democrat,137
Jasper,Moss,Lieutenant Governor,,Tate  Reeves,Republican,402
Jasper,Moss,Lieutenant Governor,,Ron  Williams,Libertarian,14
Jasper,Moss,Lieutenant Governor,,Rosa  B.  Williams,Reform,5
Jasper,Moss,Secretary of State,,Charles  E.  Graham,Democrat,138
Jasper,Moss,Secretary of State,,Delbert  Hosemann,Republican,405
Jasper,Moss,Secretary of State,,Randy  Walker,Reform,27
Jasper,Moss,Attorney General,,Jim  Hood,Democrat,286
Jasper,Moss,Attorney General,,Mike  Hurst,Republican,280
Jasper,Moss,State Auditor,,Stacey  E.  Pickering,Republican,427
Jasper,Moss,State Auditor,,Jocelyn  'Joce'  Pepper  Pritchett,Democrat,123
Jasper,Moss,State Auditor,,Lajena  Walley,Reform,10
Jasper,Palestine,Governor,,Phil  Bryant,Republican,16
Jasper,Palestine,Governor,,Robert  Gray,Democrat,34
Jasper,Palestine,Governor,,Shawn  O'Hara,Reform,1
Jasper,Palestine,Lieutenant Governor,,Tim  Johnson,Democrat,33
Jasper,Palestine,Lieutenant Governor,,Tate  Reeves,Republican,15
Jasper,Palestine,Lieutenant Governor,,Ron  Williams,Libertarian,1
Jasper,Palestine,Lieutenant Governor,,Rosa  B.  Williams,Reform,0
Jasper,Palestine,Secretary of State,,Charles  E.  Graham,Democrat,35
Jasper,Palestine,Secretary of State,,Delbert  Hosemann,Republican,11
Jasper,Palestine,Secretary of State,,Randy  Walker,Reform,4
Jasper,Palestine,Attorney General,,Jim  Hood,Democrat,37
Jasper,Palestine,Attorney General,,Mike  Hurst,Republican,10
Jasper,Palestine,State Auditor,,Stacey  E.  Pickering,Republican,17
Jasper,Palestine,State Auditor,,Jocelyn  'Joce'  Pepper  Pritchett,Democrat,28
Jasper,Palestine,State Auditor,,Lajena  Walley,Reform,2
Jasper,Paulding,Governor,,Phil  Bryant,Republican,191
Jasper,Paulding,Governor,,Robert  Gray,Democrat,323
Jasper,Paulding,Governor,,Shawn  O'Hara,Reform,7
Jasper,Paulding,Lieutenant Governor,,Tim  Johnson,Democrat,331
Jasper,Paulding,Lieutenant Governor,,Tate  Reeves,Republican,165
Jasper,Paulding,Lieutenant Governor,,Ron  Williams,Libertarian,4
Jasper,Paulding,Lieutenant Governor,,Rosa  B.  Williams,Reform,8
Jasper,Paulding,Secretary of State,,Charles  E.  Graham,Democrat,349
Jasper,Paulding,Secretary of State,,Delbert  Hosemann,Republican,140
Jasper,Paulding,Secretary of State,,Randy  Walker,Reform,25
Jasper,Paulding,Attorney General,,Jim  Hood,Democrat,419
Jasper,Paulding,Attorney General,,Mike  Hurst,Republican,97
Jasper,Paulding,State Auditor,,Stacey  E.  Pickering,Republican,170
Jasper,Paulding,State Auditor,,Jocelyn  'Joce'  Pepper  Pritchett,Democrat,340
Jasper,Paulding,State Auditor,,Lajena  Walley,Reform,5
Jasper,Philadelphia,Governor,,Phil  Bryant,Republican,67
Jasper,Philadelphia,Governor,,Robert  Gray,Democrat,151
Jasper,Philadelphia,Governor,,Shawn  O'Hara,Reform,4
Jasper,Philadelphia,Lieutenant Governor,,Tim  Johnson,Democrat,152
Jasper,Philadelphia,Lieutenant Governor,,Tate  Reeves,Republican,58
Jasper,Philadelphia,Lieutenant Governor,,Ron  Williams,Libertarian,4
Jasper,Philadelphia,Lieutenant Governor,,Rosa  B.  Williams,Reform,3
Jasper,Philadelphia,Secretary of State,,Charles  E.  Graham,Democrat,163
Jasper,Philadelphia,Secretary of State,,Delbert  Hosemann,Republican,52
Jasper,Philadelphia,Secretary of State,,Randy  Walker,Reform,7
Jasper,Philadelphia,Attorney General,,Jim  Hood,Democrat,181
Jasper,Philadelphia,Attorney General,,Mike  Hurst,Republican,33
Jasper,Philadelphia,State Auditor,,Stacey  E.  Pickering,Republican,62
Jasper,Philadelphia,State Auditor,,Jocelyn  'Joce'  Pepper  Pritchett,Democrat,154
Jasper,Philadelphia,State Auditor,,Lajena  Walley,Reform,3
Jasper,Rose Hill,Governor,,Phil  Bryant,Republican,168
Jasper,Rose Hill,Governor,,Robert  Gray,Democrat,97
Jasper,Rose Hill,Governor,,Shawn  O'Hara,Reform,6
Jasper,Rose Hill,Lieutenant Governor,,Tim  Johnson,Democrat,106
Jasper,Rose Hill,Lieutenant Governor,,Tate  Reeves,Republican,146
Jasper,Rose Hill,Lieutenant Governor,,Ron  Williams,Libertarian,7
Jasper,Rose Hill,Lieutenant Governor,,Rosa  B.  Williams,Reform,5
Jasper,Rose Hill,Secretary of State,,Charles  E.  Graham,Democrat,114
Jasper,Rose Hill,Secretary of State,,Delbert  Hosemann,Republican,138
Jasper,Rose Hill,Secretary of State,,Randy  Walker,Reform,15
Jasper,Rose Hill,Attorney General,,Jim  Hood,Democrat,156
Jasper,Rose Hill,Attorney General,,Mike  Hurst,Republican,104
Jasper,Rose Hill,State Auditor,,Stacey  E.  Pickering,Republican,159
Jasper,Rose Hill,State Auditor,,Jocelyn  'Joce'  Pepper  Pritchett,Democrat,106
Jasper,Rose Hill,State Auditor,,Lajena  Walley,Reform,6
Jasper,Stringer,Governor,,Phil  Bryant,Republican,725
Jasper,Stringer,Governor,,Robert  Gray,Democrat,67
Jasper,Stringer,Governor,,Shawn  O'Hara,Reform,9
Jasper,Stringer,Lieutenant Governor,,Tim  Johnson,Democrat,134
Jasper,Stringer,Lieutenant Governor,,Tate  Reeves,Republican,642
Jasper,Stringer,Lieutenant Governor,,Ron  Williams,Libertarian,20
Jasper,Stringer,Lieutenant Governor,,Rosa  B.  Williams,Reform,0
Jasper,Stringer,Secretary of State,,Charles  E.  Graham,Democrat,119
Jasper,Stringer,Secretary of State,,Delbert  Hosemann,Republican,641
Jasper,Stringer,Secretary of State,,Randy  Walker,Reform,29
Jasper,Stringer,Attorney General,,Jim  Hood,Democrat,306
Jasper,Stringer,Attorney General,,Mike  Hurst,Republican,483
Jasper,Stringer,State Auditor,,Stacey  E.  Pickering,Republican,706
Jasper,Stringer,State Auditor,,Jocelyn  'Joce'  Pepper  Pritchett,Democrat,74
Jasper,Stringer,State Auditor,,Lajena  Walley,Reform,7
Jasper,Vossburg,Governor,,Phil  Bryant,Republican,33
Jasper,Vossburg,Governor,,Robert  Gray,Democrat,134
Jasper,Vossburg,Governor,,Shawn  O'Hara,Reform,4
Jasper,Vossburg,Lieutenant Governor,,Tim  Johnson,Democrat,132
Jasper,Vossburg,Lieutenant Governor,,Tate  Reeves,Republican,29
Jasper,Vossburg,Lieutenant Governor,,Ron  Williams,Libertarian,3
Jasper,Vossburg,Lieutenant Governor,,Rosa  B.  Williams,Reform,5
Jasper,Vossburg,Secretary of State,,Charles  E.  Graham,Democrat,136
Jasper,Vossburg,Secretary of State,,Delbert  Hosemann,Republican,23
Jasper,Vossburg,Secretary of State,,Randy  Walker,Reform,7
Jasper,Vossburg,Attorney General,,Jim  Hood,Democrat,137
Jasper,Vossburg,Attorney General,,Mike  Hurst,Republican,21
Jasper,Vossburg,State Auditor,,Stacey  E.  Pickering,Republican,34
Jasper,Vossburg,State Auditor,,Jocelyn  'Joce'  Pepper  Pritchett,Democrat,133
Jasper,Vossburg,State Auditor,,Lajena  Walley,Reform,1
Jasper,,Governor,,Phil  Bryant,Republican,3644
Jasper,,Governor,,Robert  Gray,Democrat,2654
Jasper,,Governor,,Shawn  O'Hara,Reform,111
Jasper,,Lieutenant Governor,,Tim  Johnson,Democrat,2865
Jasper,,Lieutenant Governor,,Tate  Reeves,Republican,3257
Jasper,,Lieutenant Governor,,Ron  Williams,Libertarian,122
Jasper,,Lieutenant Governor,,Rosa  B.  Williams,Reform,85
Jasper,,Secretary of State,,Charles  E.  Graham,Democrat,2961
Jasper,,Secretary of State,,Delbert  Hosemann,Republican,3148
Jasper,,Secretary of State,,Randy  Walker,Reform,245
Jasper,,Attorney General,,Jim  Hood,Democrat,4073
Jasper,,Attorney General,,Mike  Hurst,Republican,2255
Jasper,,State Auditor,,Stacey  E.  Pickering,Republican,3485
Jasper,,State Auditor,,Jocelyn  'Joce'  Pepper  Pritchett,Democrat,2781
Jasper,,State Auditor,,Lajena  Walley,Reform,76
Jasper,Antioch,State Treasurer,,Lynn Fitch,Republican,206
Jasper,Antioch,State Treasurer,,Viola McFarland,Reform,12
Jasper,Antioch,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,23
Jasper,Antioch,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,202
Jasper,Antioch,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,1
Jasper,Antioch,Commissioner of Insurance,,Mike Chaney,Republican,218
Jasper,Antioch,State Senate,34,Juan Barnett,Democrat,178
Jasper,Antioch,State House,79,Blaine Eaton,Democrat,70
Jasper,Antioch,State House,79,Mark Tullos,Republican,157
Jasper,Bay Springs Beat 3,State Treasurer,,Lynn Fitch,Republican,428
Jasper,Bay Springs Beat 3,State Treasurer,,Viola McFarland,Reform,138
Jasper,Bay Springs Beat 3,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,297
Jasper,Bay Springs Beat 3,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,322
Jasper,Bay Springs Beat 3,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,11
Jasper,Bay Springs Beat 3,Commissioner of Insurance,,Mike Chaney,Republican,520
Jasper,Bay Springs Beat 3,State Senate,34,Juan Barnett,Democrat,582
Jasper,Bay Springs Beat 3,State House,79,Blaine Eaton,Democrat,428
Jasper,Bay Springs Beat 3,State House,79,Mark Tullos,Republican,212
Jasper,Bay Springs Beat 4,State Treasurer,,Lynn Fitch,Republican,382
Jasper,Bay Springs Beat 4,State Treasurer,,Viola McFarland,Reform,148
Jasper,Bay Springs Beat 4,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,245
Jasper,Bay Springs Beat 4,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,304
Jasper,Bay Springs Beat 4,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,14
Jasper,Bay Springs Beat 4,Commissioner of Insurance,,Mike Chaney,Republican,497
Jasper,Bay Springs Beat 4,State Senate,34,Juan Barnett,Democrat,538
Jasper,Bay Springs Beat 4,State House,79,Blaine Eaton,Democrat,336
Jasper,Bay Springs Beat 4,State House,79,Mark Tullos,Republican,231
Jasper,Claiborne,State Treasurer,,Lynn Fitch,Republican,184
Jasper,Claiborne,State Treasurer,,Viola McFarland,Reform,114
Jasper,Claiborne,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,200
Jasper,Claiborne,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,122
Jasper,Claiborne,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,5
Jasper,Claiborne,Commissioner of Insurance,,Mike Chaney,Republican,264
Jasper,Claiborne,State Senate,34,Juan Barnett,Democrat,310
Jasper,Claiborne,State House,80,Omeria Scott,Democrat,258
Jasper,Claiborne,State House,84,William Shirley,Republican,39
Jasper,Fellowship,State Treasurer,,Lynn Fitch,Republican,64
Jasper,Fellowship,State Treasurer,,Viola McFarland,Reform,2
Jasper,Fellowship,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,6
Jasper,Fellowship,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,64
Jasper,Fellowship,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,0
Jasper,Fellowship,Commissioner of Insurance,,Mike Chaney,Republican,67
Jasper,Fellowship,State Senate,34,Juan Barnett,Democrat,53
Jasper,Fellowship,State House,84,William Shirley,Republican,84
Jasper,Heidelberg,State Treasurer,,Lynn Fitch,Republican,238
Jasper,Heidelberg,State Treasurer,,Viola McFarland,Reform,313
Jasper,Heidelberg,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,533
Jasper,Heidelberg,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,130
Jasper,Heidelberg,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,12
Jasper,Heidelberg,Commissioner of Insurance,,Mike Chaney,Republican,438
Jasper,Heidelberg,State Senate,34,Juan Barnett,Democrat,632
Jasper,Heidelberg,State House,80,Omeria Scott,Democrat,634
Jasper,Holders,State Treasurer,,Lynn Fitch,Republican,250
Jasper,Holders,State Treasurer,,Viola McFarland,Reform,90
Jasper,Holders,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,179
Jasper,Holders,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,197
Jasper,Holders,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,5
Jasper,Holders,Commissioner of Insurance,,Mike Chaney,Republican,315
Jasper,Holders,State Senate,34,Juan Barnett,Democrat,342
Jasper,Holders,State House,79,Blaine Eaton,Democrat,217
Jasper,Holders,State House,79,Mark Tullos,Republican,137
Jasper,Holders,State House,84,William Shirley,Republican,18
Jasper,Louin,State Treasurer,,Lynn Fitch,Republican,296
Jasper,Louin,State Treasurer,,Viola McFarland,Reform,122
Jasper,Louin,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,211
Jasper,Louin,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,242
Jasper,Louin,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,6
Jasper,Louin,Commissioner of Insurance,,Mike Chaney,Republican,381
Jasper,Louin,State Senate,34,Juan Barnett,Democrat,414
Jasper,Louin,State House,79,Blaine Eaton,Democrat,302
Jasper,Louin,State House,79,Mark Tullos,Republican,159
Jasper,Midway,State Treasurer,,Lynn Fitch,Republican,105
Jasper,Midway,State Treasurer,,Viola McFarland,Reform,80
Jasper,Midway,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,124
Jasper,Midway,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,76
Jasper,Midway,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,3
Jasper,Midway,Commissioner of Insurance,,Mike Chaney,Republican,160
Jasper,Midway,State Senate,34,Juan Barnett,Democrat,186
Jasper,Midway,State House,84,William Shirley,Republican,155
Jasper,Montrose,State Treasurer,,Lynn Fitch,Republican,146
Jasper,Montrose,State Treasurer,,Viola McFarland,Reform,59
Jasper,Montrose,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,110
Jasper,Montrose,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,117
Jasper,Montrose,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,3
Jasper,Montrose,Commissioner of Insurance,,Mike Chaney,Republican,192
Jasper,Montrose,State Senate,34,Juan Barnett,Democrat,193
Jasper,Montrose,State House,79,Blaine Eaton,Democrat,136
Jasper,Montrose,State House,79,Mark Tullos,Republican,93
Jasper,Moss,State Treasurer,,Lynn Fitch,Republican,475
Jasper,Moss,State Treasurer,,Viola McFarland,Reform,66
Jasper,Moss,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,123
Jasper,Moss,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,427
Jasper,Moss,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,13
Jasper,Moss,Commissioner of Insurance,,Mike Chaney,Republican,515
Jasper,Moss,State Senate,34,Juan Barnett,Democrat,485
Jasper,Moss,State House,79,Blaine Eaton,Democrat,276
Jasper,Moss,State House,79,Mark Tullos,Republican,293
Jasper,Palestine,State Treasurer,,Lynn Fitch,Republican,24
Jasper,Palestine,State Treasurer,,Viola McFarland,Reform,18
Jasper,Palestine,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,34
Jasper,Palestine,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,11
Jasper,Palestine,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,3
Jasper,Palestine,Commissioner of Insurance,,Mike Chaney,Republican,37
Jasper,Palestine,State Senate,34,Juan Barnett,Democrat,48
Jasper,Palestine,State House,79,Blaine Eaton,Democrat,42
Jasper,Palestine,State House,79,Mark Tullos,Republican,8
Jasper,Paulding,State Treasurer,,Lynn Fitch,Republican,233
Jasper,Paulding,State Treasurer,,Viola McFarland,Reform,218
Jasper,Paulding,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,364
Jasper,Paulding,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,143
Jasper,Paulding,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,9
Jasper,Paulding,Commissioner of Insurance,,Mike Chaney,Republican,372
Jasper,Paulding,State Senate,34,Juan Barnett,Democrat,488
Jasper,Paulding,State House,79,Blaine Eaton,Democrat,10
