county,precinct,office,district,candidate,party,total
Wilkinson,Fort Adams 2020,Lieutenant Governor,,Ron Williams,Libertarian,12
Wilkinson,Fort Adams 2020,Lieutenant Governor,,Rosa B. Williams,Reform,8
Wilkinson,Fort Adams 2020,Secretary of State,,Charles E. Graham,Democrat,264
Wilkinson,Fort Adams 2020,Secretary of State,,Delbert Hosemann,Republican,88
Wilkinson,Fort Adams 2020,Secretary of State,,Randy Walker,Reform,28
Wilkinson,Fort Adams 2020,Attorney General,,Jim Hood,Democrat,292
Wilkinson,Fort Adams 2020,Attorney General,,Mike Hurst,Republican,81
Wilkinson,Fort Adams 2020,State Auditor,,Stacey E. Pickering,Republican,95
Wilkinson,Fort Adams 2020,State Auditor,,Jocelyn 'Joce' Pepper Pritchett,Democrat,259
Wilkinson,Fort Adams 2020,State Auditor,,Lajena Walley,Reform,14
Wilkinson,Longmire 5020,Governor,,Phil Bryant,Republican,160
Wilkinson,Longmire 5020,Governor,,Robert Gray,Democrat,141
Wilkinson,Longmire 5020,Governor,,Shawn O'Hara,Reform,2
Wilkinson,Longmire 5020,Lieutenant Governor,,Tim Johnson,Democrat,159
Wilkinson,Longmire 5020,Lieutenant Governor,,Tate Reeves,Republican,123
Wilkinson,Longmire 5020,Lieutenant Governor,,Ron Williams,Libertarian,12
Wilkinson,Longmire 5020,Lieutenant Governor,,Rosa B. Williams,Reform,6
Wilkinson,Longmire 5020,Secretary of State,,Charles E. Graham,Democrat,158
Wilkinson,Longmire 5020,Secretary of State,,Delbert Hosemann,Republican,125
Wilkinson,Longmire 5020,Secretary of State,,Randy Walker,Reform,20
Wilkinson,Longmire 5020,Attorney General,,Jim Hood,Democrat,189
Wilkinson,Longmire 5020,Attorney General,,Mike Hurst,Republican,108
Wilkinson,Longmire 5020,State Auditor,,Stacey E. Pickering,Republican,137
Wilkinson,Longmire 5020,State Auditor,,Jocelyn 'Joce' Pepper Pritchett,Democrat,152
Wilkinson,Longmire 5020,State Auditor,,Lajena Walley,Reform,9
Wilkinson,Woodville 5th 5010,Governor,,Phil Bryant,Republican,195
Wilkinson,Woodville 5th 5010,Governor,,Robert Gray,Democrat,203
Wilkinson,Woodville 5th 5010,Governor,,Shawn O'Hara,Reform,5
Wilkinson,Woodville 5th 5010,Lieutenant Governor,,Tim Johnson,Democrat,205
Wilkinson,Woodville 5th 5010,Lieutenant Governor,,Tate Reeves,Republican,165
Wilkinson,Woodville 5th 5010,Lieutenant Governor,,Ron Williams,Libertarian,15
Wilkinson,Woodville 5th 5010,Lieutenant Governor,,Rosa B. Williams,Reform,10
Wilkinson,Woodville 5th 5010,Secretary of State,,Charles E. Graham,Democrat,192
Wilkinson,Woodville 5th 5010,Secretary of State,,Delbert Hosemann,Republican,174
Wilkinson,Woodville 5th 5010,Secretary of State,,Randy Walker,Reform,22
Wilkinson,Woodville 5th 5010,Attorney General,,Jim Hood,Democrat,239
Wilkinson,Woodville 5th 5010,Attorney General,,Mike Hurst,Republican,148
Wilkinson,Woodville 5th 5010,State Auditor,,Stacey E. Pickering,Republican,173
Wilkinson,Woodville 5th 5010,State Auditor,,Jocelyn 'Joce' Pepper Pritchett,Democrat,208
Wilkinson,Woodville 5th 5010,State Auditor,,Lajena Walley,Reform,10
Wilkinson,Woodville 4th 4010,Governor,,Phil Bryant,Republican,147
Wilkinson,Woodville 4th 4010,Governor,,Robert Gray,Democrat,411
Wilkinson,Woodville 4th 4010,Governor,,Shawn O'Hara,Reform,16
Wilkinson,Woodville 4th 4010,Lieutenant Governor,,Tim Johnson,Democrat,428
Wilkinson,Woodville 4th 4010,Lieutenant Governor,,Tate Reeves,Republican,86
Wilkinson,Woodville 4th 4010,Lieutenant Governor,,Ron Williams,Libertarian,36
Wilkinson,Woodville 4th 4010,Lieutenant Governor,,Rosa B. Williams,Reform,25
Wilkinson,Woodville 4th 4010,Secretary of State,,Charles E. Graham,Democrat,443
Wilkinson,Woodville 4th 4010,Secretary of State,,Delbert Hosemann,Republican,91
Wilkinson,Woodville 4th 4010,Secretary of State,,Randy Walker,Reform,32
Wilkinson,Woodville 4th 4010,Attorney General,,Jim Hood,Democrat,474
Wilkinson,Woodville 4th 4010,Attorney General,,Mike Hurst,Republican,89
Wilkinson,Woodville 4th 4010,State Auditor,,Stacey E. Pickering,Republican,104
Wilkinson,Woodville 4th 4010,State Auditor,,Jocelyn 'Joce' Pepper Pritchett,Democrat,443
Wilkinson,Woodville 4th 4010,State Auditor,,Lajena Walley,Reform,18
Wilkinson,Woodville 1010,Governor,,Phil Bryant,Republican,160
Wilkinson,Woodville 1010,Governor,,Robert Gray,Democrat,171
Wilkinson,Woodville 1010,Governor,,Shawn O'Hara,Reform,7
Wilkinson,Woodville 1010,Lieutenant Governor,,Tim Johnson,Democrat,183
Wilkinson,Woodville 1010,Lieutenant Governor,,Tate Reeves,Republican,126
Wilkinson,Woodville 1010,Lieutenant Governor,,Ron Williams,Libertarian,12
Wilkinson,Woodville 1010,Lieutenant Governor,,Rosa B. Williams,Reform,6
Wilkinson,Woodville 1010,Secretary of State,,Charles E. Graham,Democrat,190
Wilkinson,Woodville 1010,Secretary of State,,Delbert Hosemann,Republican,124
Wilkinson,Woodville 1010,Secretary of State,,Randy Walker,Reform,15
Wilkinson,Woodville 1010,Attorney General,,Jim Hood,Democrat,211
Wilkinson,Woodville 1010,Attorney General,,Mike Hurst,Republican,122
Wilkinson,Woodville 1010,State Auditor,,Stacey E. Pickering,Republican,138
Wilkinson,Woodville 1010,State Auditor,,Jocelyn 'Joce' Pepper Pritchett,Democrat,190
Wilkinson,Woodville 1010,State Auditor,,Lajena Walley,Reform,3
Wilkinson,Woodville 2nd 2010,Governor,,Phil Bryant,Republican,119
Wilkinson,Woodville 2nd 2010,Governor,,Robert Gray,Democrat,369
Wilkinson,Woodville 2nd 2010,Governor,,Shawn O'Hara,Reform,12
Wilkinson,Woodville 2nd 2010,Lieutenant Governor,,Tim Johnson,Democrat,364
Wilkinson,Woodville 2nd 2010,Lieutenant Governor,,Tate Reeves,Republican,87
Wilkinson,Woodville 2nd 2010,Lieutenant Governor,,Ron Williams,Libertarian,19
Wilkinson,Woodville 2nd 2010,Lieutenant Governor,,Rosa B. Williams,Reform,21
Wilkinson,Woodville 2nd 2010,Secretary of State,,Charles E. Graham,Democrat,365
Wilkinson,Woodville 2nd 2010,Secretary of State,,Delbert Hosemann,Republican,91
Wilkinson,Woodville 2nd 2010,Secretary of State,,Randy Walker,Reform,31
Wilkinson,Woodville 2nd 2010,Attorney General,,Jim Hood,Democrat,388
Wilkinson,Woodville 2nd 2010,Attorney General,,Mike Hurst,Republican,100
Wilkinson,Woodville 2nd 2010,State Auditor,,Stacey E. Pickering,Republican,96
Wilkinson,Woodville 2nd 2010,State Auditor,,Jocelyn 'Joce' Pepper Pritchett,Democrat,365
Wilkinson,Woodville 2nd 2010,State Auditor,,Lajena Walley,Reform,21
Wilkinson,,Governor,,Phil Bryant,Republican,1311
Wilkinson,,Governor,,Robert Gray,Democrat,2255
Wilkinson,,Governor,,Shawn O'Hara,Reform,84
Wilkinson,,Lieutenant Governor,,Tim Johnson,Democrat,2347
Wilkinson,,Lieutenant Governor,,Tate Reeves,Republican,998
Wilkinson,,Lieutenant Governor,,Ron Williams,Libertarian,149
Wilkinson,,Lieutenant Governor,,Rosa B. Williams,Reform,113
Wilkinson,,Secretary of State,,Charles E. Graham,Democrat,2356
Wilkinson,,Secretary of State,,Delbert Hosemann,Republican,1018
Wilkinson,,Secretary of State,,Randy Walker,Reform,220
Wilkinson,,Attorney General,,Jim Hood,Democrat,2616
Wilkinson,,Attorney General,,Mike Hurst,Republican,960
Wilkinson,,State Auditor,,Stacey E. Pickering,Republican,1098
Wilkinson,,State Auditor,,Jocelyn 'Joce' Pepper Pritchett,Democrat,2351
Wilkinson,,State Auditor,,Lajena Walley,Reform,119
Wilkinson,Centreville 1st 1020,State Treasurer,,Lynn Fitch,Republican,129
Wilkinson,Centreville 1st 1020,State Treasurer,,Viola McFarland,Reform,241
Wilkinson,Centreville 1st 1020,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,315
Wilkinson,Centreville 1st 1020,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,101
Wilkinson,Centreville 1st 1020,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,15
Wilkinson,Centreville 1st 1020,Commissioner of Insurance,,Mike Chaney,Republican,310
Wilkinson,Centreville 1st 1020,State Senate,38,Bente Johnson,Independent,60
Wilkinson,Centreville 1st 1020,State Senate,38,Dennis Quinn,Republican,62
Wilkinson,Centreville 1st 1020,State Senate,38,Tammy Witherspoon,Democrat,311
Wilkinson,Centreville 1st 1020,State House,96,Angela Cockerham,Democrat,415
Wilkinson,Centreville 3rd 3010,State Treasurer,,Lynn Fitch,Republican,265
Wilkinson,Centreville 3rd 3010,State Treasurer,,Viola McFarland,Reform,239
Wilkinson,Centreville 3rd 3010,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,353
Wilkinson,Centreville 3rd 3010,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,207
Wilkinson,Centreville 3rd 3010,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,17
Wilkinson,Centreville 3rd 3010,Commissioner of Insurance,,Mike Chaney,Republican,437
Wilkinson,Centreville 3rd 3010,State Senate,38,Bente Johnson,Independent,100
Wilkinson,Centreville 3rd 3010,State Senate,38,Dennis Quinn,Republican,117
Wilkinson,Centreville 3rd 3010,State Senate,38,Tammy Witherspoon,Democrat,363
Wilkinson,Centreville 3rd 3010,State House,96,Angela Cockerham,Democrat,524
Wilkinson,Cold Springs 4020,State Treasurer,,Lynn Fitch,Republican,70
Wilkinson,Cold Springs 4020,State Treasurer,,Viola McFarland,Reform,54
Wilkinson,Cold Springs 4020,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,76
Wilkinson,Cold Springs 4020,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,59
Wilkinson,Cold Springs 4020,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,3
Wilkinson,Cold Springs 4020,Commissioner of Insurance,,Mike Chaney,Republican,108
Wilkinson,Cold Springs 4020,State Senate,38,Bente Johnson,Independent,17
Wilkinson,Cold Springs 4020,State Senate,38,Dennis Quinn,Republican,45
Wilkinson,Cold Springs 4020,State Senate,38,Tammy Witherspoon,Democrat,71
Wilkinson,Cold Springs 4020,State House,96,Angela Cockerham,Democrat,121
Wilkinson,Fort Adams 2020,State Treasurer,,Lynn Fitch,Republican,134
Wilkinson,Fort Adams 2020,State Treasurer,,Viola McFarland,Reform,169
Wilkinson,Fort Adams 2020,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,264
Wilkinson,Fort Adams 2020,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,97
Wilkinson,Fort Adams 2020,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,10
Wilkinson,Fort Adams 2020,Commissioner of Insurance,,Mike Chaney,Republican,252
Wilkinson,Fort Adams 2020,State Senate,38,Bente Johnson,Independent,42
Wilkinson,Fort Adams 2020,State Senate,38,Dennis Quinn,Republican,67
Wilkinson,Fort Adams 2020,State Senate,38,Tammy Witherspoon,Democrat,257
Wilkinson,Fort Adams 2020,State House,96,Angela Cockerham,Democrat,342
Wilkinson,Longmire 5020,State Treasurer,,Lynn Fitch,Republican,171
Wilkinson,Longmire 5020,State Treasurer,,Viola McFarland,Reform,104
Wilkinson,Longmire 5020,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,157
Wilkinson,Longmire 5020,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,134
Wilkinson,Longmire 5020,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,8
Wilkinson,Longmire 5020,Commissioner of Insurance,,Mike Chaney,Republican,222
Wilkinson,Longmire 5020,State Senate,38,Bente Johnson,Independent,44
Wilkinson,Longmire 5020,State Senate,38,Dennis Quinn,Republican,106
Wilkinson,Longmire 5020,State Senate,38,Tammy Witherspoon,Democrat,149
Wilkinson,Longmire 5020,State House,96,Angela Cockerham,Democrat,267
Wilkinson,Woodville 5th 5010,State Treasurer,,Lynn Fitch,Republican,202
Wilkinson,Woodville 5th 5010,State Treasurer,,Viola McFarland,Reform,140
Wilkinson,Woodville 5th 5010,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,204
Wilkinson,Woodville 5th 5010,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,171
Wilkinson,Woodville 5th 5010,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,14
Wilkinson,Woodville 5th 5010,Commissioner of Insurance,,Mike Chaney,Republican,285
Wilkinson,Woodville 5th 5010,State Senate,38,Bente Johnson,Independent,81
Wilkinson,Woodville 5th 5010,State Senate,38,Dennis Quinn,Republican,98
Wilkinson,Woodville 5th 5010,State Senate,38,Tammy Witherspoon,Democrat,209
Wilkinson,Woodville 5th 5010,State House,96,Angela Cockerham,Democrat,358
Wilkinson,Woodville 4th 4010,State Treasurer,,Lynn Fitch,Republican,157
Wilkinson,Woodville 4th 4010,State Treasurer,,Viola McFarland,Reform,306
Wilkinson,Woodville 4th 4010,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,443
Wilkinson,Woodville 4th 4010,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,105
Wilkinson,Woodville 4th 4010,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,16
Wilkinson,Woodville 4th 4010,Commissioner of Insurance,,Mike Chaney,Republican,350
Wilkinson,Woodville 4th 4010,State Senate,38,Bente Johnson,Independent,44
Wilkinson,Woodville 4th 4010,State Senate,38,Dennis Quinn,Republican,80
Wilkinson,Woodville 4th 4010,State Senate,38,Tammy Witherspoon,Democrat,449
Wilkinson,Woodville 4th 4010,State House,96,Angela Cockerham,Democrat,540
Wilkinson,Woodville 1010,State Treasurer,,Lynn Fitch,Republican,171
Wilkinson,Woodville 1010,State Treasurer,,Viola McFarland,Reform,125
Wilkinson,Woodville 1010,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,187
Wilkinson,Woodville 1010,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,138
Wilkinson,Woodville 1010,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,6
Wilkinson,Woodville 1010,Commissioner of Insurance,,Mike Chaney,Republican,254
Wilkinson,Woodville 1010,State Senate,38,Bente Johnson,Independent,57
Wilkinson,Woodville 1010,State Senate,38,Dennis Quinn,Republican,86
Wilkinson,Woodville 1010,State Senate,38,Tammy Witherspoon,Democrat,184
Wilkinson,Woodville 1010,State House,96,Angela Cockerham,Democrat,305
Wilkinson,Woodville 2nd 2010,State Treasurer,,Lynn Fitch,Republican,144
Wilkinson,Woodville 2nd 2010,State Treasurer,,Viola McFarland,Reform,272
Wilkinson,Woodville 2nd 2010,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,372
Wilkinson,Woodville 2nd 2010,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,100
Wilkinson,Woodville 2nd 2010,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,15
Wilkinson,Woodville 2nd 2010,Commissioner of Insurance,,Mike Chaney,Republican,324
Wilkinson,Woodville 2nd 2010,State Senate,38,Bente Johnson,Independent,43
Wilkinson,Woodville 2nd 2010,State Senate,38,Dennis Quinn,Republican,71
Wilkinson,Woodville 2nd 2010,State Senate,38,Tammy Witherspoon,Democrat,367
Wilkinson,Woodville 2nd 2010,State House,96,Angela Cockerham,Democrat,460
Wilkinson,,State Treasurer,,Lynn Fitch,Republican,1443
Wilkinson,,State Treasurer,,Viola McFarland,Reform,1650
Wilkinson,,Commissioner of Agriculture & Commerce,,Addie Lee Green,Democrat,2371
Wilkinson,,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,Republican,1112
Wilkinson,,Commissioner of Agriculture & Commerce,,Cathy L Toole,Reform,104
Wilkinson,,Commissioner of Insurance,,Mike Chaney,Republican,2541
Wilkinson,,State Senate,38,Bente Johnson,Independent,488
Wilkinson,,State Senate,38,Dennis Quinn,Republican,732
Wilkinson,,State Senate,38,Tammy Witherspoon,Democrat,2360
Wilkinson,,State House,96,Angela Cockerham,Democrat,3332
